time,c1,c2
0,3940.0,-3730.0
20,3920.0,-3640.0
40,3750.0,-3760.0
60,3990.0,-3680.0
80,3920.0,-3710.0
100,3850.0,-3820.0
120,4020.0,-3690.0
140,3930.0,-3730.0
160,3930.0,-3730.0
180,3930.0,-3770.0
200,3910.0,-3870.0
220,3910.0,-3590.0
240,4000.0,-3750.0
260,3980.0,-3990.0
280,3940.0,-3700.0
300,3950.0,-3930.0
320,4010.0,-3820.0
340,4040.0,-3750.0
360,3910.0,-3850.0
380,3940.0,-3630.0
400,3970.0,-3650.0
420,3590.0,-3640.0
440,3870.0,-3750.0
460,3900.0,-3860.0
480,4030.0,-3710.0
500,4000.0,-3620.0
520,3940.0,-3740.0
540,3980.0,-3720.0
560,3850.0,-3760.0
580,3840.0,-3780.0
600,3930.0,-3750.0
620,3970.0,-4000.0
640,3970.0,-3660.0
660,3870.0,-3680.0
680,3910.0,-3780.0
700,4030.0,-3720.0
720,4000.0,-3850.0
740,3950.0,-3710.0
760,3890.0,-3670.0
780,3950.0,-3740.0
800,3960.0,-3780.0
820,3890.0,-3790.0
840,3980.0,-3620.0
860,3980.0,-3770.0
880,3920.0,-3790.0
900,3990.0,-3820.0
920,3970.0,-3720.0
940,3890.0,-3620.0
960,3910.0,-3660.0
980,3920.0,-4020.0
1000,3940.0,-3750.0
1020,3980.0,-3740.0
1040,3950.0,-3670.0
1060,3970.0,-3750.0
1080,4050.0,-3770.0
1100,4040.0,-3770.0
1120,3970.0,-3740.0
1140,3970.0,-3660.0
1160,3910.0,-3720.0
1180,3960.0,-3860.0
1200,3870.0,-3720.0
1220,3780.0,-3610.0
1240,3900.0,-3750.0
1260,3910.0,-3730.0
1280,3950.0,-3790.0
1300,3930.0,-3750.0
1320,3960.0,-3760.0
1340,3910.0,-3590.0
1360,3740.0,-3660.0
1380,3920.0,-3730.0
1400,3870.0,-3850.0
1420,3910.0,-3600.0
1440,3890.0,-3670.0
1460,3940.0,-3670.0
1480,3930.0,-3650.0
1500,4000.0,-3650.0
1520,3870.0,-3620.0
1540,3970.0,-3750.0
1560,3940.0,-3760.0
1580,3830.0,-3740.0
1600,3970.0,-3720.0
1620,3920.0,-3640.0
1640,3980.0,-3840.0
1660,3850.0,-3860.0
1680,3970.0,-3840.0
1700,3940.0,-3690.0
1720,3930.0,-3730.0
1740,3890.0,-3810.0
1760,3870.0,-3750.0
1780,3860.0,-3790.0
1800,3610.0,-3850.0
1820,3850.0,-3700.0
1840,3870.0,-3890.0
1860,3850.0,-3720.0
1880,3890.0,-3820.0
1900,3970.0,-3660.0
1920,3860.0,-3760.0
1940,3850.0,-3730.0
1960,3980.0,-3800.0
1980,3840.0,-3880.0
2000,3980.0,-3760.0
2020,3850.0,-3680.0
2040,3950.0,-3800.0
2060,3860.0,-3880.0
2080,3900.0,-3790.0
2100,3950.0,-3720.0
2120,3880.0,-3740.0
2140,3850.0,-3820.0
2160,3880.0,-3860.0
2180,3920.0,-3830.0
2200,3870.0,-3690.0
2220,3860.0,-3880.0
2240,3880.0,-3730.0
2260,3860.0,-3770.0
2280,3870.0,-3840.0
2300,3870.0,-3890.0
2320,3910.0,-3670.0
2340,3950.0,-3790.0
2360,3900.0,-3930.0
2380,3840.0,-3920.0
2400,3900.0,-3710.0
2420,3860.0,-3830.0
2440,3870.0,-3730.0
2460,3850.0,-3750.0
2480,3980.0,-3750.0
2500,3970.0,-3820.0
2520,3830.0,-3780.0
2540,3810.0,-3880.0
2560,4000.0,-3750.0
2580,3900.0,-3900.0
2600,3720.0,-3860.0
2620,3970.0,-3740.0
2640,3980.0,-3850.0
2660,3970.0,-3550.0
2680,3830.0,-3790.0
2700,3900.0,-3690.0
2720,3960.0,-3580.0
2740,4050.0,-3890.0
2760,3850.0,-3830.0
2780,3840.0,-3780.0
2800,3950.0,-3650.0
2820,3970.0,-3620.0
2840,3820.0,-3960.0
2860,3850.0,-3840.0
2880,3700.0,-3850.0
2900,3980.0,-3940.0
2920,3820.0,-3850.0
2940,3880.0,-3780.0
2960,3940.0,-3960.0
2980,3810.0,-3860.0
3000,3930.0,-3700.0
3020,3850.0,-3790.0
3040,3810.0,-3820.0
3060,3970.0,-3910.0
3080,3980.0,-3810.0
3100,3940.0,-3840.0
3120,3940.0,-3780.0
3140,3920.0,-3900.0
3160,3920.0,-3810.0
3180,3850.0,-3820.0
3200,3940.0,-3860.0
3220,3910.0,-3940.0
3240,3900.0,-3820.0
3260,3970.0,-3850.0
3280,3900.0,-3820.0
3300,3800.0,-3660.0
3320,4030.0,-3810.0
3340,3930.0,-3830.0
3360,3810.0,-3720.0
3380,3710.0,-3770.0
3400,3830.0,-3990.0
3420,3910.0,-3690.0
3440,4040.0,-3800.0
3460,3880.0,-3910.0
3480,3960.0,-3710.0
3500,3800.0,-3840.0
3520,3970.0,-3510.0
3540,3860.0,-3830.0
3560,3920.0,-3820.0
3580,3880.0,-3760.0
3600,4000.0,-3690.0
3620,3880.0,-3790.0
3640,3930.0,-3880.0
3660,3970.0,-3830.0
3680,3940.0,-3690.0
3700,3920.0,-3820.0
3720,3920.0,-3690.0
3740,3910.0,-3930.0
3760,3940.0,-3850.0
3780,3910.0,-3950.0
3800,3940.0,-3740.0
3820,3890.0,-4020.0
3840,3800.0,-3680.0
3860,3910.0,-3870.0
3880,4020.0,-3760.0
3900,3940.0,-3720.0
3920,3840.0,-3770.0
3940,3980.0,-3710.0
3960,4000.0,-3830.0
3980,3890.0,-3670.0
4000,3790.0,-3850.0
4020,3800.0,-3810.0
4040,3950.0,-3770.0
4060,3890.0,-3910.0
4080,3880.0,-3770.0
4100,3930.0,-3780.0
4120,3980.0,-3840.0
4140,3910.0,-3820.0
4160,4010.0,-3830.0
4180,3940.0,-3690.0
4200,3640.0,-3730.0
4220,3840.0,-3850.0
4240,3790.0,-3890.0
4260,3920.0,-3830.0
4280,3980.0,-3720.0
4300,3770.0,-3770.0
4320,3930.0,-3830.0
4340,4090.0,-3720.0
4360,4010.0,-3910.0
4380,4000.0,-3820.0
4400,3870.0,-3670.0
4420,3860.0,-3880.0
4440,3890.0,-3890.0
4460,3820.0,-3770.0
4480,3830.0,-3730.0
4500,3880.0,-3820.0
4520,3830.0,-3850.0
4540,3950.0,-3680.0
4560,4060.0,-3730.0
4580,3970.0,-3670.0
4600,4180.0,-3790.0
4620,3840.0,-3710.0
4640,3850.0,-3810.0
4660,3850.0,-3770.0
4680,3850.0,-3580.0
4700,3870.0,-3790.0
4720,3940.0,-3910.0
4740,3830.0,-3540.0
4760,3820.0,-3770.0
4780,4040.0,-3860.0
4800,3960.0,-3790.0
4820,4010.0,-3700.0
4840,3760.0,-3960.0
4860,3910.0,-3700.0
4880,3870.0,-3850.0
4900,3960.0,-3790.0
4920,3920.0,-3780.0
4940,3870.0,-3740.0
4960,3910.0,-3890.0
4980,4100.0,-3780.0
5000,3930.0,-3820.0
5020,4180.0,-3630.0
5040,3840.0,-3770.0
5060,3780.0,-3780.0
5080,3790.0,-3710.0
5100,3830.0,-3860.0
5120,3910.0,-3820.0
5140,3800.0,-3820.0
5160,3990.0,-3890.0
5180,4030.0,-3570.0
5200,3940.0,-3780.0
5220,4110.0,-3820.0
5240,4000.0,-3820.0
5260,3920.0,-3750.0
5280,3910.0,-3700.0
5300,3740.0,-3570.0
5320,3840.0,-3900.0
5340,3790.0,-3810.0
5360,3770.0,-3800.0
5380,3940.0,-3740.0
5400,4080.0,-3750.0
5420,3950.0,-3900.0
5440,4080.0,-3780.0
5460,4020.0,-3780.0
5480,3930.0,-3750.0
5500,3930.0,-3690.0
5520,3730.0,-3890.0
5540,3940.0,-3850.0
5560,4110.0,-3800.0
5580,3930.0,-3810.0
5600,3900.0,-3690.0
5620,4000.0,-3870.0
5640,3990.0,-3890.0
5660,4010.0,-3790.0
5680,3780.0,-3930.0
5700,3970.0,-3700.0
5720,3960.0,-3860.0
5740,3780.0,-3690.0
5760,4040.0,-3830.0
5780,4230.0,-3710.0
5800,3990.0,-3800.0
5820,4040.0,-3870.0
5840,3910.0,-3690.0
5860,3940.0,-3830.0
5880,3820.0,-3590.0
5900,3760.0,-3830.0
5920,3770.0,-3690.0
5940,3960.0,-3800.0
5960,3970.0,-3690.0
5980,4080.0,-3690.0
6000,3980.0,-3720.0
6020,4000.0,-3700.0
6040,4000.0,-3770.0
6060,3810.0,-3660.0
6080,3830.0,-3670.0
6100,3710.0,-3720.0
6120,3760.0,-3750.0
6140,3840.0,-3590.0
6160,4250.0,-3740.0
6180,3920.0,-3740.0
6200,4000.0,-3840.0
6220,3880.0,-3640.0
6240,4060.0,-3610.0
6260,3810.0,-3630.0
6280,3900.0,-3650.0
6300,3900.0,-3870.0
6320,4000.0,-3840.0
6340,3980.0,-3680.0
6360,4080.0,-3590.0
