time,c1,q1,axis1_deg,c2,q2,axis2_deg,c3,q3,axis3_deg,c4,q4,axis4_deg
1740,-15260.0,1.0,0.0,17550.0,1.0,0.0,17510.0,1.0,0.0,-15970.0,1.0,0.0
1760,-15100.0,1.0,0.0,17490.0,1.0,0.0,17560.0,1.0,0.0,-15940.0,1.0,0.0
1780,-15070.0,1.0,0.0,17500.0,1.0,0.0,17570.0,1.0,0.0,-15860.0,1.0,0.0
1800,-14980.0,1.0,0.0,17490.0,1.0,0.0,17600.0,1.0,0.0,-15960.0,1.0,0.0
1820,-14960.0,1.0,0.0,17500.0,1.0,0.0,17490.0,1.0,0.0,-15920.0,1.0,0.0
1840,-15000.0,1.0,0.0,17660.0,1.0,0.0,17560.0,1.0,0.0,-16060.0,1.0,0.0
1860,-15120.0,1.0,0.0,17640.0,1.0,0.0,17580.0,1.0,0.0,-15910.0,1.0,0.0
1880,-15050.0,1.0,0.0,17650.0,1.0,0.0,17650.0,1.0,0.0,-15970.0,1.0,0.0
1900,-15000.0,1.0,0.0,17610.0,1.0,0.0,17560.0,1.0,0.0,-15980.0,1.0,0.0
1920,-14980.0,1.0,0.0,17620.0,1.0,0.0,17750.0,1.0,0.0,-15900.0,1.0,0.0
1940,-14910.0,1.0,0.0,17780.0,1.0,0.0,17730.0,1.0,0.0,-15800.0,1.0,0.0
1960,-14970.0,1.0,0.0,17730.0,1.0,0.0,17740.0,1.0,0.0,-15980.0,1.0,0.0
1980,-15000.0,1.0,0.0,17640.0,1.0,0.0,17840.0,1.0,0.0,-16000.0,1.0,0.0
2000,-14980.0,1.0,0.0,17650.0,1.0,0.0,17830.0,1.0,0.0,-15860.0,1.0,0.0
2020,-14910.0,1.0,0.0,17660.0,1.0,0.0,17640.0,1.0,0.0,-15880.0,1.0,0.0
2040,-15040.0,1.0,0.0,17680.0,1.0,0.0,17550.0,1.0,0.0,-15830.0,1.0,0.0
2060,-14980.0,1.0,0.0,17720.0,1.0,0.0,17610.0,1.0,0.0,-15810.0,1.0,0.0
2080,-15060.0,1.0,0.0,17750.0,1.0,0.0,17690.0,1.0,0.0,-15770.0,1.0,0.0
2100,-15130.0,1.0,0.0,17760.0,1.0,0.0,17700.0,1.0,0.0,-15720.0,1.0,0.0
2120,-15070.0,1.0,0.0,17620.0,1.0,0.0,17690.0,1.0,0.0,-15790.0,1.0,0.0
2140,-15010.0,1.0,0.0,17610.0,1.0,0.0,17580.0,1.0,0.0,-15770.0,1.0,0.0
2160,-15020.0,1.0,0.0,17640.0,1.0,0.0,17600.0,1.0,0.0,-15690.0,1.0,0.0
2180,-15090.0,1.0,0.0,17590.0,1.0,0.0,17770.0,1.0,0.0,-15600.0,1.0,0.0
2200,-15050.0,1.0,0.0,17610.0,1.0,0.0,17670.0,1.0,0.0,-15650.0,1.0,0.0
2220,-15030.0,1.0,0.0,17510.0,1.0,0.0,17770.0,1.0,0.0,-15810.0,1.0,0.0
