time,c1,q1,axis1_deg,c2,q2,axis2_deg,c3,q3,axis3_deg,c4,q4,axis4_deg
3640,16690.0,1.0,0.0,-15980.0,1.0,0.0,-15260.0,1.0,0.0,16360.0,1.0,0.0
3660,16670.0,1.0,0.0,-15830.0,1.0,0.0,-15370.0,1.0,0.0,16380.0,1.0,0.0
3680,16730.0,1.0,0.0,-15950.0,1.0,0.0,-15490.0,1.0,0.0,16440.0,1.0,0.0
3700,16790.0,1.0,0.0,-16080.0,1.0,0.0,-15440.0,1.0,0.0,16590.0,1.0,0.0
3720,17010.0,1.0,0.0,-16060.0,1.0,0.0,-15590.0,1.0,0.0,16450.0,1.0,0.0
3740,17220.0,1.0,0.0,-16140.0,1.0,0.0,-15750.0,1.0,0.0,16770.0,1.0,0.0
3760,17060.0,1.0,0.0,-16110.0,1.0,0.0,-15420.0,1.0,0.0,16890.0,1.0,0.0
3780,17040.0,1.0,0.0,-16050.0,1.0,0.0,-15340.0,1.0,0.0,16820.0,1.0,0.0
3800,17220.0,1.0,0.0,-16230.0,1.0,0.0,-15350.0,1.0,0.0,16630.0,1.0,0.0
3820,17220.0,1.0,0.0,-16440.0,1.0,0.0,-15360.0,1.0,0.0,16470.0,1.0,0.0
3840,17610.0,1.0,0.0,-16360.0,1.0,0.0,-15720.0,1.0,0.0,16650.0,1.0,0.0
3860,17300.0,1.0,0.0,-16240.0,1.0,0.0,-15910.0,1.0,0.0,16360.0,1.0,0.0
3880,17400.0,1.0,0.0,-16290.0,1.0,0.0,-15860.0,1.0,0.0,16500.0,1.0,0.0
3900,17480.0,1.0,0.0,-16490.0,1.0,0.0,-15670.0,1.0,0.0,16800.0,1.0,0.0
3920,17640.0,1.0,0.0,-16450.0,1.0,0.0,-15790.0,1.0,0.0,16660.0,1.0,0.0
3940,17540.0,1.0,0.0,-16380.0,1.0,0.0,-15800.0,1.0,0.0,16760.0,1.0,0.0
